The num.119 descpters is : ,5834.21,4864.75,4918.46,5019.87,5749.59,4904.55,5020.44,5015.88,5737.34,6462.51,5002.79,5061.94,5721.57,5400.05,5064.46,5784.15,6849.86,5490.8,8445.34
The num.120 descpters is : ,81.2089,63.7959,62.3805,65.4313,78.7708,66.6294,62.768,63.5495,79.2059,87.1681,62.5209,62.8757,80.7351,66.224,64.673,78.957,85.9324,65.6806,94.5142
The num.121 descpters is : ,862.805,688.118,655.743,670.96,819.119,658.714,701.072,669.485,900.453,829.595,661.858,664.261,828.731,684.009,680.242,885.762,980.643,659.133,1200.02
The num.122 descpters is : ,50.5593,42.1336,41.3863,41.9677,48.9636,41.8622,43.3396,41.4646,55.6541,49.2628,40.8562,41.1827,52.2984,42.3154,40.7753,52.6118,53.4965,41.7804,61.8682
The num.123 descpters is : ,17.7393,14.6607,16.8492,17.2611,20.6734,14.499,17.5353,19.0909,18.2651,19.2018,14.7706,18.2804,20.5633,13.8147,16.8061,20.5015,20.055,15.771,28.1132
The num.124 descpters is : ,43.2933,44.2693,36.883,39.9324,51.4156,34.7085,41.5309,38.5032,47.3835,45.0787,35.1625,45.1039,47.5052,36.6121,36.6287,57.9612,41.2537,38.9304,52.1001
The num.125 descpters is : ,18.0932,12.9851,14.1395,14.8812,17.1404,13.6522,13.0929,14.79,17.1335,16.7164,14.0945,13.8138,17.0955,14.1778,15.0512,16.2777,18.6217,14.4806,23.0392
The num.126 descpters is : ,21.952,18.3602,17.0643,18.6226,20.3512,17.7216,18.1136,18.9848,20.5095,22.5792,17.049,19.6319,21.2387,17.8829,19.2192,22.4206,21.7244,19.8415,29.2008
The num.127 descpters is : ,46.4535,35.2901,35.7976,33.8426,40.1361,36.745,34.4594,33.9221,41.3521,45.2999,38.2927,34.2911,41.9484,37.4503,34.8051,42.5752,47.7309,35.9945,56.7358
The num.128 descpters is : ,63.1224,49.9296,47.2678,43.7409,64.0638,50.3722,49.8327,46.9021,56.8236,61.4415,50.1809,46.4616,61.1235,48.8272,46.7167,62.4291,61.4354,46.6021,67.0471
The num.129 descpters is : ,397.556,336.365,333.437,319.222,362.46,333.347,290.208,343.065,414.738,473.794,323.407,287.991,457.321,331.302,299.335,425.809,405.458,333.548,447.512
The num.130 descpters is : ,944.003,791.275,614.612,773.555,998.517,739.616,766.113,656.448,1019.25,883.03,717.03,703.789,833.393,733.193,620.19,993.473,917.272,655.413,956.446
The num.131 descpters is : ,182.281,227.819,132.097,147.516,180.422,167.387,190.248,148.212,172.436,275.754,139.877,209.576,175.035,206.587,167.822,230.562,202.049,231.686,279.927
The num.132 descpters is : ,6379.72,6331.12,6777.47,4228.72,9073.97,4359.15,7348.03,5855.08,6414.88,6507.04,4789.8,6599.59,7667.04,6010.11,4090.4,8707.44,8724.53,5124.59,6053.94
The num.133 descpters is : ,26.8921,20.6503,16.3277,22.1388,32.52,19.5717,17.4175,26.2983,26.2218,24.7468,19.1439,25.4372,29.0552,20.819,24.7276,27.7639,24.5443,23.9064,42.3986
The num.134 descpters is : ,13.8641,12.5223,9.48048,6.53872,12.9487,11.6251,10.3977,7.06554,12.9607,14.782,9.72052,7.14196,11.8406,10.9734,7.05385,13.9005,12.6969,8.29363,9.19717
The num.135 descpters is : ,102.772,92.2393,81.9688,91.2903,106.128,75.9219,90.5632,95.2851,110.683,106.986,80.9989,108.843,114.122,94.7024,93.5496,132.539,124.38,98.1455,154.314
The num.136 descpters is : ,970.681,820.879,874.736,747.163,1044.2,787.603,824.719,840.537,971.876,1048.4,828.264,889.795,1081.94,901.323,856.81,1081.71,1150.81,874.528,1184.27
The num.137 descpters is : ,96.0953,82.0633,71.9636,92.2382,103.424,80.96,79.4927,76.6935,101.327,103.988,74.2407,85.4971,93.3671,76.3934,84.1882,104.026,91.623,92.761,151.519
The num.138 descpters is : ,22684.7,19468.3,18932.8,15496.4,25999.1,14965.5,18228.6,21182.7,21471.2,22962.5,16150.4,18295.8,26052.3,19524.7,17744.4,23751.8,21997.4,16808.9,27841.1
The num.139 descpters is : ,1204.63,1003.58,1024.67,1042.97,1182.63,1017.07,1044.24,1029.54,1171.62,1313.26,1045.28,1056.86,1175.5,1116.51,1063.32,1191.87,1418.11,1138.26,1793.83
The num.140 descpters is : ,997.638,798.158,803.829,819.348,960.735,813.572,811.609,803.822,986.014,1043.36,813.558,805.888,968.481,843.409,824.862,984.507,1073.38,856.649,1255.96
